|id |transaction_time   |merchant_name             |description                               |type|amount|status       |transaction_id                  |merchant_order_id                          |payment_method|source|created_at         |result_amount|
|123|2025-01-25 02:01:24|招商财富宝A                    |余额宝-2025.01.24-收益发放                       |收入  |2.2   |交易成功         |20250125368389748511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.2          |
|122|2025-01-25 07:56:41|高德打车                      |高德打车订单                                    |支出  |33.44 |交易成功         |2025012522001453511456447141    |0001N202501250000000009517712786           |              |支付宝   |2025-03-19 11:56:34|-33.44       |
|227|2025-01-25 11:03:44|自动续费套餐                    |自动续费套餐                                    |支出  |16.8  |美团月付         |25012511100301670001805117741753|                                           |美团月付          |美团    |2025-03-19 11:56:34|-16.8        |
|121|2025-01-26 02:43:43|招商财富宝A                    |余额宝-2025.01.25-收益发放                       |收入  |2.55  |交易成功         |20250126378056279511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.55         |
|120|2025-01-27 00:53:12|App Store & Apple Music   |App Store & Apple Music；01.26至01.27期间购买   |支出  |8     |交易成功         |2025012722001453511459722351    |MT1BJ4D71Ha0                               |              |支付宝   |2025-03-19 11:56:34|-8           |
|119|2025-01-27 02:00:26|招商财富宝A                    |余额宝-2025.01.26-收益发放                       |收入  |2.55  |交易成功         |20250127378757112511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.55         |
|118|2025-01-28 02:08:37|招商财富宝A                    |余额宝-2025.01.27-收益发放                       |收入  |2.58  |交易成功         |20250128384223034511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.58         |
|117|2025-01-28 22:06:10|黄佳妮                       |房租                                        |收入  |4,000 |交易成功         |20250128200040011100310032240569|                                           |              |支付宝   |2025-03-19 11:56:34|4,000        |
|116|2025-01-28 22:06:15|余额宝                       |转账收款到余额宝                                  |支出  |4,000 |交易成功         |20250128019130125000510064491398|20250128200040011100310032240569           |              |支付宝   |2025-03-19 11:56:34|-4,000       |
|115|2025-01-28 22:40:34|App Store & Apple Music   |App Store & Apple Music；01.28购买           |支出  |54    |交易成功         |2025012822001453511407156731    |MT8XS740BTa2                               |              |支付宝   |2025-03-19 11:56:34|-54          |
|114|2025-01-28 22:40:38|App Store & Apple Music   |App Store & Apple Music；01.28购买           |支出  |328   |交易成功         |2025012822001453511405046723    |MT8XS75B1Va0                               |              |支付宝   |2025-03-19 11:56:34|-328         |
|113|2025-01-28 22:45:17|App Store & Apple Music   |App Store & Apple Music；01.28购买           |支出  |198   |交易成功         |2025012822001453511406291112    |MT8XS75LKZa0                               |              |支付宝   |2025-03-19 11:56:34|-198         |
|112|2025-01-28 22:47:30|App Store & Apple Music   |App Store & Apple Music；01.28购买           |支出  |128   |交易成功         |2025012822001453511407370353    |MT8XS75SMDa0                               |              |支付宝   |2025-03-19 11:56:34|-128         |
|111|2025-01-29 02:01:36|招商财富宝A                    |余额宝-2025.01.28-收益发放                       |收入  |2.57  |交易成功         |20250129389928756511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.57         |
|110|2025-01-29 21:11:32|App Store & Apple Music   |App Store & Apple Music；01.29购买           |支出  |6     |交易成功         |2025012922001453511409083034    |MT1BJFMYZWa0                               |              |支付宝   |2025-03-19 11:56:34|-6           |
|109|2025-01-30 02:08:48|招商财富宝A                    |余额宝-2025.01.29-收益发放                       |收入  |2.57  |交易成功         |20250130396932429511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.57         |
|108|2025-01-31 02:00:34|招商财富宝A                    |余额宝-2025.01.30-收益发放                       |收入  |2.57  |交易成功         |20250131398873299511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.57         |
|107|2025-01-31 12:45:36|铁路12306                   |火车票                                       |支出  |27    |交易成功         |2025013122001453511416922389    |M20250131230042905                         |              |支付宝   |2025-03-19 11:56:34|-27          |
|106|2025-01-31 18:19:37|铁路12306                   |火车票                                       |支出  |29    |交易成功         |2025013122001453511416887438    |M20250131234732686                         |              |支付宝   |2025-03-19 11:56:34|-29          |
|105|2025-02-01 02:10:19|招商财富宝A                    |余额宝-2025.01.31-收益发放                       |收入  |2.57  |交易成功         |20250201302454424511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.57         |
|104|2025-02-01 10:12:01|铁路12306                   |火车票                                       |支出  |29    |交易成功         |2025020122001453511420324910    |M20250201242292608                         |              |支付宝   |2025-03-19 11:56:34|-29          |
|103|2025-02-02 02:14:50|招商财富宝A                    |余额宝-2025.02.01-收益发放                       |收入  |2.57  |交易成功         |20250202310034229511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.57         |
|102|2025-02-03 02:06:25|招商财富宝A                    |余额宝-2025.02.02-收益发放                       |收入  |2.57  |交易成功         |20250203311963864511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.57         |
|101|2025-02-04 00:06:32|沉默是金                      |收钱码收款                                     |支出  |8     |交易成功         |2025020422001453511429017384    |17385987924722358353510                    |              |支付宝   |2025-03-19 11:56:34|-8           |
|100|2025-02-04 01:18:18|老全味螺蛳粉                    |收钱码收款                                     |支出  |19    |交易成功         |2025020422001453511427741568    |47386030983722358353510                    |              |支付宝   |2025-03-19 11:56:34|-19          |
|99 |2025-02-04 02:17:48|招商财富宝A                    |余额宝-2025.02.03-收益发放                       |收入  |2.57  |交易成功         |20250204319122407511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.57         |
|98 |2025-02-04 22:31:07|高德打车                      |高德打车订单                                    |支出  |65    |交易成功         |2025020423001453511431775582    |0003N202502040000000009589237166           |              |支付宝   |2025-03-19 11:56:34|-65          |
|97 |2025-02-05 02:07:28|招商财富宝A                    |余额宝-2025.02.04-收益发放                       |收入  |2.57  |交易成功         |20250205321016605511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.57         |
|96 |2025-02-05 11:09:51|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025020523001453511430495839    |D120250205110951363629                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|95 |2025-02-05 12:17:15|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025020522001453511430822084    |7120180330024764010461368605602760569808004|              |支付宝   |2025-03-19 11:56:34|-15          |
|94 |2025-02-05 18:53:26|饿了么                       |福鼎肉片·肉酱拌面外卖订单                             |支出  |23.8  |交易成功         |2025020522001153511431994637    |13180600725020513324835610187              |              |支付宝   |2025-03-19 11:56:34|-23.8        |
|93 |2025-02-05 21:39:03|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025020523001453511433849327    |D120250205213903509732                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|92 |2025-02-06 02:08:15|招商财富宝A                    |余额宝-2025.02.05-收益发放                       |收入  |2.47  |交易成功         |20250206325574250511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.47         |
|91 |2025-02-06 10:24:54|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025020623001453511436945025    |D120250206102454626669                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|90 |2025-02-06 12:13:06|石记羊汤馆（朝阳公园南门店）            |美团收银909700197272668014                    |支出  |17.5  |交易成功         |2025020623001453511434521336    |8420180330024764010461368605604764047306463|              |支付宝   |2025-03-19 11:56:34|-17.5        |
|89 |2025-02-06 19:53:32|饿了么                       |福鼎肉片·肉酱拌面外卖订单                             |支出  |23.8  |交易成功         |2025020622001153511435944849    |13190600725020689619250610187              |              |支付宝   |2025-03-19 11:56:34|-23.8        |
|88 |2025-02-06 21:58:39|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025020623001453511436499914    |D120250206215839797610                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|87 |2025-02-07 02:14:30|招商财富宝A                    |余额宝-2025.02.06-收益发放                       |收入  |2.34  |交易成功         |20250207330672328511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.34         |
|86 |2025-02-07 11:43:02|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025020723001453511437751436    |D120250207114302921063                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|85 |2025-02-07 12:27:17|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025020722001453511438799625    |1820180330024764010461368605606741033608004|              |支付宝   |2025-03-19 11:56:34|-15          |
|84 |2025-02-07 21:53:35|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025020723001453511441050070    |D120250207215335070360                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|83 |2025-02-08 02:03:16|招商财富宝A                    |余额宝-2025.02.07-收益发放                       |收入  |2.52  |交易成功         |20250208336936417511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.52         |
|82 |2025-02-08 11:25:32|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025020823001453511440409442    |D120250208112532188304                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|81 |2025-02-08 12:27:41|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025020822001453511441264308    |5720180330024764010461368605608605219808004|              |支付宝   |2025-03-19 11:56:34|-15          |
|80 |2025-02-08 21:50:35|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025020823001453511443703419    |D120250208215035350081                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|79 |2025-02-09 02:00:39|招商财富宝A                    |余额宝-2025.02.08-收益发放                       |收入  |1.94  |交易成功         |20250209343670697511            |                                           |              |支付宝   |2025-03-19 11:56:34|1.94         |
|78 |2025-02-10 02:09:18|招商财富宝A                    |余额宝-2025.02.09-收益发放                       |收入  |1.96  |交易成功         |20250210349173269511            |                                           |              |支付宝   |2025-03-19 11:56:34|1.96         |
|77 |2025-02-10 11:54:39|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021023001453511449932003    |D120250210115439685712                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|76 |2025-02-10 12:30:41|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025021022001453511448580649    |3620180330024764010461368605612741173408004|              |支付宝   |2025-03-19 11:56:34|-15          |
|75 |2025-02-10 22:10:03|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021023001453511455136840    |D120250210221003861603                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|74 |2025-02-11 02:04:33|招商财富宝A                    |余额宝-2025.02.10-收益发放                       |收入  |4.68  |交易成功         |20250211353740577511            |                                           |              |支付宝   |2025-03-19 11:56:34|4.68         |
|73 |2025-02-11 11:52:36|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021123001453511451508404    |D120250211115236004593                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|72 |2025-02-11 12:27:08|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025021122001453511451733804    |7420180330024764010461368605614757655408004|              |支付宝   |2025-03-19 11:56:34|-15          |
|71 |2025-02-11 21:59:21|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021123001453511457051858    |D120250211215921170134                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|70 |2025-02-12 01:14:22|App Store & Apple Music   |App Store & Apple Music；02.12购买           |支出  |128   |交易成功         |2025021222001453511458680971    |MT8XTQV92Ha0                               |              |支付宝   |2025-03-19 11:56:34|-128         |
|69 |2025-02-12 01:15:52|App Store & Apple Music   |App Store & Apple Music；02.12购买           |支出  |198   |交易成功         |2025021222001453511455988287    |MT8XTQVD25a0                               |              |支付宝   |2025-03-19 11:56:34|-198         |
|68 |2025-02-12 02:05:13|招商财富宝A                    |余额宝-2025.02.11-收益发放                       |收入  |2.44  |交易成功         |20250212356354711511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.44         |
|67 |2025-02-12 05:17:26|App Store & Apple Music   |App Store & Apple Music；02.12购买           |支出  |12    |交易成功         |2025021222001453511456994756    |MT8XTQVG4Ka0                               |              |支付宝   |2025-03-19 11:56:34|-12          |
|66 |2025-02-12 11:53:36|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021223001453511455918864    |D120250212115336310496                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|65 |2025-02-12 12:24:07|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025021222001453511456018603    |3520180330024764010461368605616580436408004|              |支付宝   |2025-03-19 11:56:34|-15          |
|64 |2025-02-12 22:09:27|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021223001453511400689818    |D120250212220927488754                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|63 |2025-02-13 00:01:25|tb**0                     |STEAM EPIC PS5 XBOX 线上模式 刷钱金币 美元美金 等级 线下故事|支出  |78    |交易成功         |2025021322001153511401240516    |T200P2465651750473872873                   |              |支付宝   |2025-03-19 11:56:34|-78          |
|62 |2025-02-13 02:13:11|招商财富宝A                    |余额宝-2025.02.12-收益发放                       |收入  |2.4   |交易成功         |20250213364821182511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.4          |
|61 |2025-02-13 11:52:01|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021323001453511400688464    |D120250213115201633959                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|60 |2025-02-13 12:30:53|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025021322001453511459324283    |4520180330024764010461368605618509274108004|              |支付宝   |2025-03-19 11:56:34|-15          |
|59 |2025-02-13 22:57:35|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021323001453511404438392    |D120250213225735820248                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|58 |2025-02-14 02:04:46|招商财富宝A                    |余额宝-2025.02.13-收益发放                       |收入  |2.11  |交易成功         |20250214370105981511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.11         |
|57 |2025-02-14 11:52:55|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021423001453511403969453    |D120250214115255962329                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|56 |2025-02-14 12:11:27|慧                         |收钱码收款                                     |支出  |18    |交易成功         |2025021422001453511403495298    |47395062877722358353510                    |              |支付宝   |2025-03-19 11:56:34|-18          |
|55 |2025-02-14 18:33:00|哈啰出行                      |哈啰单车骑行卡自动续费                               |支出  |16.8  |交易成功         |2025021423001453511405643792    |CPR250214183300195185434485P               |              |支付宝   |2025-03-19 11:56:34|-16.8        |
|54 |2025-02-14 21:56:21|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021423001453511407154218    |D120250214215621156734                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|53 |2025-02-15 02:11:44|招商财富宝A                    |余额宝-2025.02.14-收益发放                       |收入  |2.71  |交易成功         |20250215372221856511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.71         |
|226|2025-02-15 12:08:15|美团商家代金券-289932080250900758|美团商家代金券-289932080250900758                |支出  |25.58 |美团月付         |25021511100301670004221771857753|                                           |美团月付          |美团    |2025-03-19 11:56:34|-25.58       |
|225|2025-02-15 12:18:24|张亮麻辣烫·麻辣拌（东亚望京店）          |张亮麻辣烫·麻辣拌（东亚望京店）                          |支出  |7.79  |美团月付         |25021511100301670004224508923753|                                           |美团月付          |美团    |2025-03-19 11:56:34|-7.79        |
|52 |2025-02-15 19:59:53|黄佳妮                       |亲情卡                                       |支出  |64.8  |交易成功         |2025021504200131001098097880    |2025021522001196311432038905               |              |支付宝   |2025-03-19 11:56:34|-64.8        |
|51 |2025-02-16 02:04:17|招商财富宝A                    |余额宝-2025.02.15-收益发放                       |收入  |2.04  |交易成功         |20250216376896483511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.04         |
|50 |2025-02-16 20:19:15|tb**8                     |PC PS5 线上刷钱 美金等级 金币七维属性线上模式 纯手工大镖客2       |支出  |100   |交易成功         |2025021622001153511414453433    |T200P2468977359231872873                   |              |支付宝   |2025-03-19 11:56:34|-100         |
|49 |2025-02-17 02:10:21|招商财富宝A                    |余额宝-2025.02.16-收益发放                       |收入  |2.04  |交易成功         |20250217382598549511            |                                           |              |支付宝   |2025-03-19 11:56:34|2.04         |
|48 |2025-02-17 12:10:34|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021723001453511413662757    |D120250217121034776824                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|47 |2025-02-17 12:14:27|余额宝                       |余额宝-单次转入                                  |支出  |25,000|交易成功         |20250217019130100010510084884958|LC2025021712142720887223583535104751       |              |支付宝   |2025-03-19 11:56:34|-25,000      |
|46 |2025-02-17 12:25:46|慧                         |收钱码收款                                     |支出  |28    |交易成功         |2025021722001453511414226455    |47397663463722358353510                    |              |支付宝   |2025-03-19 11:56:34|-28          |
|45 |2025-02-17 17:22:40|黄佳妮                       |亲情卡                                       |支出  |53.16 |交易成功         |2025021704200131001098556203    |2025021722001196311439756753               |              |支付宝   |2025-03-19 11:56:34|-53.16       |
|44 |2025-02-17 19:50:20|北京市燃气集团有限责任公司             |北京燃气CPU卡表购气200立方米                         |支出  |522   |交易成功         |2025021722001453511419066316    |ZMC5189908876                              |              |支付宝   |2025-03-19 11:56:34|-522         |
|43 |2025-02-17 22:09:08|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021723001453511419582611    |D120250217220908956234                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|42 |2025-02-18 02:09:27|招商财富宝A                    |余额宝-2025.02.17-收益发放                       |收入  |4.02  |交易成功         |20250218387271709511            |                                           |              |支付宝   |2025-03-19 11:56:34|4.02         |
|41 |2025-02-18 04:29:36|App Store & Apple Music   |App Store & Apple Music；02.18购买           |支出  |6     |交易成功         |2025021822001453511420572634    |MT8XVBF513a0                               |              |支付宝   |2025-03-19 11:56:34|-6           |
|40 |2025-02-18 12:04:02|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021823001453511419959100    |D120250218120402116903                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|39 |2025-02-18 22:09:33|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021823001453511424988648    |D120250218220933297639                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|38 |2025-02-19 02:10:22|招商财富宝A                    |余额宝-2025.02.18-收益发放                       |收入  |3.73  |交易成功         |20250219393270080511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.73         |
|37 |2025-02-19 13:33:27|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021923001453511426263929    |D120250219133327469704                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|36 |2025-02-19 19:38:54|暴龙战士(**蓥)                 |转账                                        |支出  |260   |交易成功         |20250219200040011100510041708376|                                           |              |支付宝   |2025-03-19 11:56:34|-260         |
|35 |2025-02-19 19:42:37|暴龙战士                      |转账                                        |收入  |1     |交易成功         |20250219200040011100170089635396|                                           |              |支付宝   |2025-03-19 11:56:34|1            |
|34 |2025-02-19 19:42:42|余额宝                       |转账收款到余额宝                                  |支出  |1     |交易成功         |20250219019130125000510087947965|20250219200040011100170089635396           |              |支付宝   |2025-03-19 11:56:34|-1           |
|33 |2025-02-19 22:04:09|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025021923001453511426639867    |D120250219220409631191                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|32 |2025-02-20 02:07:13|招商财富宝A                    |余额宝-2025.02.19-收益发放                       |收入  |3.2   |交易成功         |20250220301026128511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.2          |
|31 |2025-02-20 12:02:40|北京一卡通                     |北京一卡通充值                                   |支出  |4     |交易成功         |2025022023001453511426265667    |D120250220120240785695                     |              |支付宝   |2025-03-19 11:56:34|-4           |
|30 |2025-02-20 12:31:44|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025022022001453511429806725    |6920180330024764010461368605632335879908004|              |支付宝   |2025-03-19 11:56:34|-15          |
|224|2025-02-20 18:40:26|肆喜桂林米粉·螺蛳粉（798艺术中心店）      |肆喜桂林米粉·螺蛳粉（798艺术中心店）                      |支出  |30.2  |美团月付         |25022011100301670004934000735753|                                           |美团月付          |美团    |2025-03-19 11:56:34|-30.2        |
|29 |2025-02-20 22:09:28|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022023001453511430284159    |D120250220220928970558                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|28 |2025-02-21 02:06:48|招商财富宝A                    |余额宝-2025.02.20-收益发放                       |收入  |3.22  |交易成功         |20250221304818411511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.22         |
|27 |2025-02-21 11:57:09|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022123001453511433244985    |D120250221115709122401                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|26 |2025-02-21 13:40:18|美团金融                      |美团订单-【美团月付】主动还款2025年2月账单                  |支出  |259.94|交易成功         |2025022122001453511433398344    |20250221134012U15368804025280688           |              |支付宝   |2025-03-19 11:56:34|-259.94      |
|223|2025-02-21 13:40:19|【美团月付】主动还款2025年2月账单       |【美团月付】主动还款2025年2月账单                       |支出  |259.94|支付宝支付        |25022111100301670005021575616753|                                           |支付宝支付         |美团    |2025-03-19 11:56:34|-259.94      |
|25 |2025-02-21 23:55:01|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022123001453511434090200    |D120250221235501340577                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|24 |2025-02-22 02:09:31|招商财富宝A                    |余额宝-2025.02.21-收益发放                       |收入  |3.13  |交易成功         |20250222310118049511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.13         |
|23 |2025-02-23 02:26:16|招商财富宝A                    |余额宝-2025.02.22-收益发放                       |收入  |3.2   |交易成功         |20250223319433077511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.2          |
|22 |2025-02-24 02:06:48|招商财富宝A                    |余额宝-2025.02.23-收益发放                       |收入  |3.2   |交易成功         |20250224320216800511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.2          |
|222|2025-02-24 11:03:01|自动续费套餐                    |自动续费套餐                                    |支出  |16.8  |美团月付         |25022411100301670005435045090753|                                           |美团月付          |美团    |2025-03-19 11:56:34|-16.8        |
|21 |2025-02-24 12:04:37|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022423001453511443411349    |D120250224120437968325                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|20 |2025-02-24 12:37:32|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |15    |交易成功         |2025022422001453511446304641    |0120180330024764010461368605640487723608004|              |支付宝   |2025-03-19 11:56:34|-15          |
|221|2025-02-24 18:51:16|庭珍·牛肉粉（望京Soho店）           |庭珍·牛肉粉（望京Soho店）                           |支出  |42.89 |美团月付         |25022411100301670005497082235753|                                           |美团月付          |美团    |2025-03-19 11:56:34|-42.89       |
|19 |2025-02-24 22:02:33|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022423001453511444671786    |D120250224220233143286                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|18 |2025-02-25 02:01:38|招商财富宝A                    |余额宝-2025.02.24-收益发放                       |收入  |3.37  |交易成功         |20250225325774838511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.37         |
|17 |2025-02-25 11:58:05|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022523001453511448731201    |D120250225115805296175                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|16 |2025-02-25 12:32:16|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |14.9  |交易成功         |2025022522001453511448375006    |2020180330024764010461368605642162420908004|              |支付宝   |2025-03-19 11:56:34|-14.9        |
|220|2025-02-25 18:21:46|螺大喜螺蛳粉（望京麒麟社店）            |螺大喜螺蛳粉（望京麒麟社店）                            |支出  |18.81 |美团月付         |25022511100301670005612491406753|                                           |美团月付          |美团    |2025-03-19 11:56:34|-18.81       |
|219|2025-02-25 18:29:39|美团商家代金券-290079893675898787|美团商家代金券-290079893675898787                |支出  |29.9  |微信支付         |25022511100301670005612275630753|                                           |微信支付          |美团    |2025-03-19 11:56:34|-29.9        |
|218|2025-02-25 18:30:36|周黑鸭                       |周黑鸭(北京市朝阳区望京新世界店)                         |支出  |14.9  |美团月付         |25022511100301670005616392253753|                                           |美团月付          |美团    |2025-03-19 11:56:34|-14.9        |
|15 |2025-02-25 22:08:52|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022523001453511448426064    |D120250225220852467677                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|14 |2025-02-26 02:15:48|招商财富宝A                    |余额宝-2025.02.25-收益发放                       |收入  |3.44  |交易成功         |20250226331955859511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.44         |
|217|2025-02-26 09:47:26|DAI CO. 㞭客烘焙（751D·PARK店）  |DAI CO. 㞭客烘焙（751D·PARK店）                  |支出  |21.5  |微信支付         |25022611100301670005667136900753|                                           |微信支付          |美团    |2025-03-19 11:56:34|-21.5        |
|13 |2025-02-26 10:09:24|阿里云                       |阿里云服务购买                                   |支出  |805   |交易成功         |2025022622001453511451775144    |HJPGP11850296390525                        |              |支付宝   |2025-03-19 11:56:34|-805         |
|12 |2025-02-26 11:57:36|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022623001453511452361952    |D120250226115736616725                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|11 |2025-02-26 12:35:23|昆仑人的私家小厨（骏豪·中央公园广场店）      |Meituan-昆仑人的私家小厨（骏豪·中央公园广场店）              |支出  |14.8  |交易成功         |2025022622001453511451732732    |4520180330024764010461368605643886549608004|              |支付宝   |2025-03-19 11:56:34|-14.8        |
|10 |2025-02-26 18:00:04|黄佳妮                       |亲情卡                                       |支出  |52.06 |交易成功         |2025022604200131001000783681    |2025022622001196311414725872               |              |支付宝   |2025-03-19 11:56:34|-52.06       |
|9  |2025-02-26 22:04:34|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022623001453511452341438    |D120250226220434790295                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|8  |2025-02-27 02:38:45|招商财富宝A                    |余额宝-2025.02.26-收益发放                       |收入  |3.24  |交易成功         |20250227337631675511            |                                           |              |支付宝   |2025-03-19 11:56:34|3.24         |
|7  |2025-02-27 11:58:26|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022723001453511455639578    |D120250227115826936014                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
|6  |2025-02-27 12:05:57|慧                         |收钱码收款                                     |支出  |28    |交易成功         |2025022722001453511455247162    |47406291571722358353510                    |              |支付宝   |2025-03-19 11:56:34|-28          |
|5  |2025-02-27 22:17:35|北京一卡通                     |北京一卡通充值                                   |支出  |3.2   |交易成功         |2025022723001453511456025555    |D120250227221735115299                     |              |支付宝   |2025-03-19 11:56:34|-3.2         |
